,title,domestic_gross,foreign_gross,year
3032,The Fencer,96000.0,The Fencer,2017
3033,Memoir of a Murderer,91300.0,Memoir of a Murderer,2017
3034,The King's Case Note,91000.0,The King's Case Note,2017
3035,Warriors of the Dawn,84500.0,Warriors of the Dawn,2017
3036,The Nile Hilton Incident,81100.0,The Nile Hilton Incident,2017
3037,Pop Aye,78000.0,Pop Aye,2017
3038,I Can Speak,63200.0,I Can Speak,2017
3039,Tomorrow,62500.0,Tomorrow,2017
3040,Worlds Apart,60300.0,Worlds Apart,2017
3041,Extraordinary Mission,54200.0,Extraordinary Mission,2017
3042,The Ornithologist,50500.0,The Ornithologist,2017
3043,Napping Princess,48200.0,Napping Princess,2017
3044,Twenty Two,46800.0,Twenty Two,2017
3045,Bluebeard,43100.0,Bluebeard,2017
3046,One Week and a Day,41600.0,One Week and a Day,2017
3047,The Commune,38700.0,The Commune,2017
3048,A Woman's Life,37600.0,A Woman's Life,2017
3049,Afterimage,33400.0,Afterimage,2017
3050,Alone in Berlin,33100.0,Alone in Berlin,2017
3051,The Villainess,27700.0,The Villainess,2017
3052,The Daughter,26400.0,The Daughter,2017
3053,Moscow Never Sleeps,25300.0,Moscow Never Sleeps,2017
3054,My Scientology Movie,22900.0,My Scientology Movie,2017
3055,Una,22800.0,Una,2017
3056,Bending the Arc,21900.0,Bending the Arc,2017
3057,The Girl Without Hands,21800.0,The Girl Without Hands,2017
3058,Whisky Galore,21000.0,Whisky Galore,2017
3059,RV: Resurrected Victims,20400.0,RV: Resurrected Victims,2017
3060,Better Watch Out,20400.0,Better Watch Out,2017
3061,Absolutely Anything,20200.0,Absolutely Anything,2017
3062,Glory (2017),18400.0,Glory (2017),2017
3063,Porto,15100.0,Porto,2017
3064,Brotherhood of Blades 2: The Infernal Battlefield,14200.0,Brotherhood of Blades 2: The Infernal Battlefield,2017
3065,Abracadabra,14000.0,Abracadabra,2017
3066,Blind,12500.0,Blind,2017
3067,Felicite,12400.0,Felicite,2017
3068,Dead Awake (2017),11500.0,Dead Awake (2017),2017
3069,The Country Doctor,8500.0,The Country Doctor,2017
3070,Overdrive,7800.0,Overdrive,2017
3071,Suntan,6600.0,Suntan,2017
3072,Trespass Against Us,5700.0,Trespass Against Us,2017
3073,The Ardennes,5600.0,The Ardennes,2017
3074,Oro,5500.0,Oro,2017
3075,Singularity,4200.0,Singularity,2017
3076,Emily (2017),3600.0,Emily (2017),2017
3077,Max & Leon,500.0,Max & Leon,2017
3078,2:22,400.0,2:22,2017
3079,Avengers: Infinity War,678800000.0,Avengers: Infinity War,2018
3080,Black Panther,700100000.0,Black Panther,2018
3081,Jurassic World: Fallen Kingdom,417700000.0,Jurassic World: Fallen Kingdom,2018
3082,Incredibles 2,608600000.0,Incredibles 2,2018
3083,Aquaman,335100000.0,Aquaman,2018
3084,Bohemian Rhapsody,216400000.0,Bohemian Rhapsody,2018
3085,Venom (2018),213500000.0,Venom (2018),2018
3086,Mission: Impossible - Fallout,220200000.0,Mission: Impossible - Fallout,2018
3087,Deadpool 2,318500000.0,Deadpool 2,2018
3088,Fantastic Beasts: The Crimes of Grindelwald,159600000.0,Fantastic Beasts: The Crimes of Grindelwald,2018
3089,Ant-Man and the Wasp,216600000.0,Ant-Man and the Wasp,2018
3090,Ready Player One,137700000.0,Ready Player One,2018
3091,Operation Red Sea,1500000.0,Operation Red Sea,2018
3092,Detective Chinatown 2,2000000.0,Detective Chinatown 2,2018
3093,The Meg,145400000.0,The Meg,2018
3094,Ralph Breaks the Internet,201100000.0,Ralph Breaks the Internet,2018
3095,Hotel Transylvania 3: Summer Vacation,167500000.0,Hotel Transylvania 3: Summer Vacation,2018
3096,Dr. Seuss' The Grinch (2018),270600000.0,Dr. Seuss' The Grinch (2018),2018
3097,Bumblebee,127200000.0,Bumblebee,2018
3098,A Star is Born (2018),215300000.0,A Star is Born (2018),2018
3099,Rampage (2018),101000000.0,Rampage (2018),2018
3100,Mamma Mia! Here We Go Again,120600000.0,Mamma Mia! Here We Go Again,2018
3101,Solo: A Star Wars Story,213800000.0,Solo: A Star Wars Story,2018
3102,Spider-Man: Into The Spider-Verse,190200000.0,Spider-Man: Into The Spider-Verse,2018
3103,Fifty Shades Freed,100400000.0,Fifty Shades Freed,2018
3104,The Nun,117500000.0,The Nun,2018
3105,Monster Hunt 2,706000.0,Monster Hunt 2,2018
3106,Peter Rabbit,115300000.0,Peter Rabbit,2018
3107,Mary Poppins Returns,172000000.0,Mary Poppins Returns,2018
3108,A Quiet Place,188000000.0,A Quiet Place,2018
3109,Green Book,85100000.0,Green Book,2018
3110,Skyscraper,68400000.0,Skyscraper,2018
3111,Ocean's 8,140200000.0,Ocean's 8,2018
3112,Pacific Rim Uprising,59900000.0,Pacific Rim Uprising,2018
3113,Maze Runner: The Death Cure,58000000.0,Maze Runner: The Death Cure,2018
3114,Tomb Raider,58300000.0,Tomb Raider,2018
3115,Halloween (2018),159300000.0,Halloween (2018),2018
3116,Crazy Rich Asians,174500000.0,Crazy Rich Asians,2018
3117,Paddington 2,40900000.0,Paddington 2,2018
3118,Smallfoot,83200000.0,Smallfoot,2018
3119,Creed II,115700000.0,Creed II,2018
3120,Disney's Christopher Robin,99200000.0,Disney's Christopher Robin,2018
3121,The Equalizer 2,102100000.0,The Equalizer 2,2018
3122,The Nutcracker and the Four Realms,54900000.0,The Nutcracker and the Four Realms,2018
3123,The Mule,103800000.0,The Mule,2018
3124,Insidious: The Last Key,67700000.0,Insidious: The Last Key,2018
3125,The Predator (2018),51000000.0,The Predator (2018),2018
3126,Johnny English Strikes Again,4400000.0,Johnny English Strikes Again,2018
3127,Red Sparrow,46900000.0,Red Sparrow,2018
3128,The First Purge,69500000.0,The First Purge,2018
3129,A Wrinkle in Time,100500000.0,A Wrinkle in Time,2018
3130,The House With A Clock In Its Walls,68500000.0,The House With A Clock In Its Walls,2018
3131,Instant Family,67400000.0,Instant Family,2018
3132,The Commuter,36300000.0,The Commuter,2018
3133,Game Night,69200000.0,Game Night,2018
3134,The Monkey King 3,187000.0,The Monkey King 3,2018
3135,First Man,44900000.0,First Man,2018
3136,Night School (2018),77300000.0,Night School (2018),2018
3137,Alpha,35900000.0,Alpha,2018
3138,A Simple Favor,53500000.0,A Simple Favor,2018
3139,The Favourite,34400000.0,The Favourite,2018
3140,Truth or Dare,41400000.0,Truth or Dare,2018
3141,I Feel Pretty,48800000.0,I Feel Pretty,2018
3142,Blockers,60300000.0,Blockers,2018
3143,Goosebumps 2: Haunted Halloween,46700000.0,Goosebumps 2: Haunted Halloween,2018
3144,BlacKkKlansman,49300000.0,BlacKkKlansman,2018
3145,Overboard (2018),50300000.0,Overboard (2018),2018
3146,Sherlock Gnomes,43200000.0,Sherlock Gnomes,2018
3147,Robin Hood (2018),30800000.0,Robin Hood (2018),2018
3148,Mortal Engines,16000000.0,Mortal Engines,2018
3149,How Long Will I Love U,747000.0,How Long Will I Love U,2018
3150,Den of Thieves,44900000.0,Den of Thieves,2018
3151,Hereditary,44100000.0,Hereditary,2018
3152,Tag,54700000.0,Tag,2018
3153,Vice,47800000.0,Vice,2018
3154,Widows,42400000.0,Widows,2018
3155,Sicario: Day of the Soldado,50100000.0,Sicario: Day of the Soldado,2018
3156,Searching,26000000.0,Searching,2018
3157,The Spy Who Dumped Me,33600000.0,The Spy Who Dumped Me,2018
3158,Second Act,39300000.0,Second Act,2018
3159,Sanju,7900000.0,Sanju,2018
3160,Book Club,68600000.0,Book Club,2018
3161,12 Strong,45800000.0,12 Strong,2018
3162,"Love, Simon",40800000.0,"Love, Simon",2018
3163,Mile 22,36100000.0,Mile 22,2018
3164,Life of the Party,53100000.0,Life of the Party,2018
3165,Isle Of Dogs,32000000.0,Isle Of Dogs,2018
3166,Adrift,31400000.0,Adrift,2018
3167,The 15:17 to Paris,36300000.0,The 15:17 to Paris,2018
3168,Early Man,8300000.0,Early Man,2018
3169,Peppermint,35400000.0,Peppermint,2018
3170,Teen Titans Go! To The Movies,29800000.0,Teen Titans Go! To The Movies,2018
3171,Slender Man,30600000.0,Slender Man,2018
3172,Breaking In (2018),46800000.0,Breaking In (2018),2018
3173,Once Upon a Deadpool,6100000.0,Once Upon a Deadpool,2018
3174,The Son of Bigfoot,289000.0,The Son of Bigfoot,2018
3175,Uncle Drew,42500000.0,Uncle Drew,2018
3176,Tyler Perry's Acrimony,43500000.0,Tyler Perry's Acrimony,2018
3177,Mary Queen of Scots,16500000.0,Mary Queen of Scots,2018
3178,The Possession of Hannah Grace,14800000.0,The Possession of Hannah Grace,2018
3179,Overlord,21700000.0,Overlord,2018
3180,The Darkest Minds,12700000.0,The Darkest Minds,2018
3181,Holmes and Watson,30600000.0,Holmes and Watson,2018
3182,Show Dogs,17900000.0,Show Dogs,2018
3183,On the Basis of Sex,24600000.0,On the Basis of Sex,2018
3184,Namiya,70800.0,Namiya,2018
3185,The Girl in the Spider's Web: A New Dragon Tattoo Story,14800000.0,The Girl in the Spider's Web: A New Dragon Tattoo Story,2018
3186,The Hate U Give,29700000.0,The Hate U Give,2018
3187,Death Wish (2018),34000000.0,Death Wish (2018),2018
3188,Nobody's Fool,31700000.0,Nobody's Fool,2018
3189,Bad Times At The El Royale,17800000.0,Bad Times At The El Royale,2018
3190,Baaghi 2,1300000.0,Baaghi 2,2018
3191,The Happytime Murders,20700000.0,The Happytime Murders,2018
3192,Midnight Sun,9600000.0,Midnight Sun,2018
3193,Pad Man,1700000.0,Pad Man,2018
3194,Monster Family,127000.0,Monster Family,2018
3195,White Boy Rick,24000000.0,White Boy Rick,2018
3196,Winchester,25100000.0,Winchester,2018
3197,The Death of Stalin,8000000.0,The Death of Stalin,2018
3198,Strangers: Prey at Night,24600000.0,Strangers: Prey at Night,2018
3199,"Paul, Apostle of Christ",17600000.0,"Paul, Apostle of Christ",2018
3200,Padmaavat,11800000.0,Padmaavat,2018
3201,Proud Mary,20900000.0,Proud Mary,2018
3202,Superfly,20500000.0,Superfly,2018
3203,If Beale Street Could Talk,14900000.0,If Beale Street Could Talk,2018
3204,Burn the Stage: The Movie,4200000.0,Burn the Stage: The Movie,2018
3205,Detective K: Secret of the Living Dead,104000.0,Detective K: Secret of the Living Dead,2018
3206,The Wife,9600000.0,The Wife,2018
3207,Hell Fest,11100000.0,Hell Fest,2018
3208,Chappaquiddick,17400000.0,Chappaquiddick,2018
3209,They Shall Not Grow Old,18000000.0,They Shall Not Grow Old,2018
3210,Free Solo,17500000.0,Free Solo,2018
3211,The Children Act,548000.0,The Children Act,2018
3212,Beautiful Boy (2018),7600000.0,Beautiful Boy (2018),2018
3213,Hunter Killer,15800000.0,Hunter Killer,2018
3214,Tully (2018),9400000.0,Tully (2018),2018
3215,Unfriended: Dark Web,8900000.0,Unfriended: Dark Web,2018
3216,Upgrade,12000000.0,Upgrade,2018
3217,Unsane,7700000.0,Unsane,2018
3218,The Sisters Brothers,3100000.0,The Sisters Brothers,2018
3219,Welcome to Marwen,10800000.0,Welcome to Marwen,2018
3220,Hotel Artemis,6700000.0,Hotel Artemis,2018
3221,Marrowbone,1400.0,Marrowbone,2018
3222,102 Not Out,1300000.0,102 Not Out,2018
3223,Boy Erased,6800000.0,Boy Erased,2018
3224,Back to Burgundy,258000.0,Back to Burgundy,2018
3225,The Bookshop,1600000.0,The Bookshop,2018
3226,The Old Man & the Gun,11300000.0,The Old Man & the Gun,2018
3227,Gringo,5000000.0,Gringo,2018
3228,Golden Slumber,94500.0,Golden Slumber,2018
3229,Kin,5700000.0,Kin,2018
3230,The Big Bad Fox and Other Tales,35800.0,The Big Bad Fox and Other Tales,2018
3231,Traffik,9200000.0,Traffik,2018
3232,Can You Ever Forgive Me?,8800000.0,Can You Ever Forgive Me?,2018
3233,7 Days in Entebbe,3300000.0,7 Days in Entebbe,2018
3234,Pope Francis - A Man of His Word,2000000.0,Pope Francis - A Man of His Word,2018
3235,Condorito: La Pelicula,448000.0,Condorito: La Pelicula,2018
3236,Suspiria,2500000.0,Suspiria,2018
3237,Disobedience,3500000.0,Disobedience,2018
3238,Qué León (What A Lion),2600000.0,Qué León (What A Lion),2018
3239,Life Itself (2018),4099999.0,Life Itself (2018),2018
3240,Beirut,5000000.0,Beirut,2018
3241,Return of the Hero,37100.0,Return of the Hero,2018
3242,Soorma,390000.0,Soorma,2018
3243,The Hurricane Heist,6100000.0,The Hurricane Heist,2018
3244,Every Day (2018),6100000.0,Every Day (2018),2018
3245,Leave No Trace,6000000.0,Leave No Trace,2018
3246,My Hero Academia: Two Heroes,5800000.0,My Hero Academia: Two Heroes,2018
3247,Destroyer,1500000.0,Destroyer,2018
3248,Madame,91000.0,Madame,2018
3249,Colette,5100000.0,Colette,2018
3250,Blindspotting,4300000.0,Blindspotting,2018
3251,Cold War (2018),4600000.0,Cold War (2018),2018
3252,Papillon (2018),2300000.0,Papillon (2018),2018
3253,Gotti,4300000.0,Gotti,2018
3254,The Mercy,29500.0,The Mercy,2018
3255,Hichki,330000.0,Hichki,2018
3256,Ya Veremos,4200000.0,Ya Veremos,2018
3257,Don't Worry He Won't Get Far on Foot,1400000.0,Don't Worry He Won't Get Far on Foot,2018
3258,A Private War,1600000.0,A Private War,2018
3259,Ben is Back,3700000.0,Ben is Back,2018
3260,Bad Samaritan,3400000.0,Bad Samaritan,2018
3261,Gauguin: Voyage to Tahiti,200000.0,Gauguin: Voyage to Tahiti,2018
3262,Shoplifters,3300000.0,Shoplifters,2018
3263,The Front Runner,2000000.0,The Front Runner,2018
3264,2001: A Space Odyssey (2018 re-release),3200000.0,2001: A Space Odyssey (2018 re-release),2018
3265,Wildlife,1100000.0,Wildlife,2018
3266,La Boda de Valentina,2800000.0,La Boda de Valentina,2018
3267,You Were Never Really Here,2500000.0,You Were Never Really Here,2018
3268,Billionaire Boy's Club,1300.0,Billionaire Boy's Club,2018
3269,The Rider,2400000.0,The Rider,2018
3270,Mary and the Witch's Flower,2400000.0,Mary and the Witch's Flower,2018
3271,Bilal: A New Breed of Hero,491000.0,Bilal: A New Breed of Hero,2018
3272,A Fantastic Woman,2000000.0,A Fantastic Woman,2018
3273,MET Opera: La Traviata,1900000.0,MET Opera: La Traviata,2018
3274,Capernaum,1700000.0,Capernaum,2018
3275,I Still See You,1400.0,I Still See You,2018
3276,Finding Your Feet,1400000.0,Finding Your Feet,2018
3277,Never Look Away,1300000.0,Never Look Away,2018
3278,Maria by Callas,1300000.0,Maria by Callas,2018
3279,Mandy,1200000.0,Mandy,2018
3280,Andhadhun,1200000.0,Andhadhun,2018
3281,Lean on Pete,1200000.0,Lean on Pete,2018
3282,Nothing to Lose (2018),1000000.0,Nothing to Lose (2018),2018
3283,Raid (2018),1000000.0,Raid (2018),2018
3284,The Insult,1000000.0,The Insult,2018
3285,Little Italy,990000.0,Little Italy,2018
3286,The Catcher Was a Spy,725000.0,The Catcher Was a Spy,2018
3287,The Miseducation of Cameron Post,905000.0,The Miseducation of Cameron Post,2018
3288,Kedarnath,901000.0,Kedarnath,2018
3289,Schindler's List (2018 re-release),833000.0,Schindler's List (2018 re-release),2018
3290,Mirai,813000.0,Mirai,2018
3291,Beast,800000.0,Beast,2018
3292,Pokemon the Movie: The Power of Us,789000.0,Pokemon the Movie: The Power of Us,2018
3293,The Party (2017),750000.0,The Party (2017),2018
3294,Burning,719000.0,Burning,2018
3295,Foxtrot,619000.0,Foxtrot,2018
3296,The Sound of Music (2018 re-release),616000.0,The Sound of Music (2018 re-release),2018
3297,The Big Lebowski (20th Anniversary),583000.0,The Big Lebowski (20th Anniversary),2018
3298,Manmarziyaan,567000.0,Manmarziyaan,2018
3299,Loveless (2018),566000.0,Loveless (2018),2018
3300,Tommy Wiseau's The Room,550000.0,Tommy Wiseau's The Room,2018
3301,Fireworks (2018),525000.0,Fireworks (2018),2018
3302,The Spy Gone North,501000.0,The Spy Gone North,2018
3303,The Happy Prince,466000.0,The Happy Prince,2018
3304,Final Portrait,462000.0,Final Portrait,2018
3305,Bag of Marbles,411000.0,Bag of Marbles,2018
3306,Vertigo (60th Anniversary),394000.0,Vertigo (60th Anniversary),2018
3307,Oh Lucy!,375000.0,Oh Lucy!,2018
3308,Mountain,365000.0,Mountain,2018
3309,Time Freak,10000.0,Time Freak,2018
3310,What They Had,260000.0,What They Had,2018
3311,Batti Gul Meter Chalu,250000.0,Batti Gul Meter Chalu,2018
3312,Borg vs. McEnroe,231000.0,Borg vs. McEnroe,2018
3313,Matangi/Maya/M.I.A.,231000.0,Matangi/Maya/M.I.A.,2018
3314,Mazinger Z: INFINITY,221000.0,Mazinger Z: INFINITY,2018
3315,Fate/Stay Night: Heaven's Feel - I. Presage Flower,194000.0,Fate/Stay Night: Heaven's Feel - I. Presage Flower,2018
3316,Summer 1993,186000.0,Summer 1993,2018
3317,Maquia: When the Promised Flower Blooms (Subtitled),186000.0,Maquia: When the Promised Flower Blooms (Subtitled),2018
3318,Karwaan,182000.0,Karwaan,2018
3319,Last Letter,181000.0,Last Letter,2018
3320,The Accidental Detective 2: In Action,179000.0,The Accidental Detective 2: In Action,2018
3321,The Guardians,177000.0,The Guardians,2018
3322,Luis & the Aliens,170000.0,Luis & the Aliens,2018
3323,Double Lover,168000.0,Double Lover,2018
3324,Ghost Stories,149000.0,Ghost Stories,2018
3325,Museo,149000.0,Museo,2018
3326,The Little Mermaid (2018),147000.0,The Little Mermaid (2018),2018
3327,The Young Karl Marx,126000.0,The Young Karl Marx,2018
3328,Becoming Astrid,120000.0,Becoming Astrid,2018
3329,Ryuichi Sakamoto: Coda,117000.0,Ryuichi Sakamoto: Coda,2018
3330,Gonjiam: Haunted Asylum,115000.0,Gonjiam: Haunted Asylum,2018
3331,Take Point,112000.0,Take Point,2018
3332,The Dawn Wall,112000.0,The Dawn Wall,2018
3333,The Negotiation,111000.0,The Negotiation,2018
3334,The Captain,109000.0,The Captain,2018
3335,Mary Shelley,109000.0,Mary Shelley,2018
3336,In Between,108000.0,In Between,2018
3337,Namaste England,104000.0,Namaste England,2018
3338,Happy Phirr Bhag Jayegi,103000.0,Happy Phirr Bhag Jayegi,2018
3339,Ismael's Ghosts,103000.0,Ismael's Ghosts,2018
3340,Revenge (2018),102000.0,Revenge (2018),2018
3341,Unstoppable (2018),101000.0,Unstoppable (2018),2018
3342,Reign of Judges: Title of Liberty - Concept Short,93200.0,Reign of Judges: Title of Liberty - Concept Short,2018
3343,The Third Murder,89300.0,The Third Murder,2018
3344,The House That Jack Built,88000.0,The House That Jack Built,2018
3345,Custody,83900.0,Custody,2018
3346,Godard Mon Amour,82300.0,Godard Mon Amour,2018
3347,Just a Breath Away,78000.0,Just a Breath Away,2018
3348,Mukkabaaz,75900.0,Mukkabaaz,2018
3349,Keys to the Heart,75100.0,Keys to the Heart,2018
3350,Tehran Taboo,74800.0,Tehran Taboo,2018
3351,The Last Suit,73500.0,The Last Suit,2018
3352,"Nico, 1988",73300.0,"Nico, 1988",2018
3353,Antonio Lopez 1970: Sex Fashion & Disco,43200.0,Antonio Lopez 1970: Sex Fashion & Disco,2018
3354,Helicopter Eela,72000.0,Helicopter Eela,2018
3355,Under the Tree,67600.0,Under the Tree,2018
3356,Before We Vanish,52100.0,Before We Vanish,2018
3357,I Am Not a Witch,50900.0,I Am Not a Witch,2018
3358,Racer & the Jailbird,46300.0,Racer & the Jailbird,2018
3359,Rodin,44300.0,Rodin,2018
3360,What Will People Say,44200.0,What Will People Say,2018
3361,A Ciambra,41900.0,A Ciambra,2018
3362,Oolong Courtyard,37700.0,Oolong Courtyard,2018
3363,Girls vs Gangsters,37100.0,Girls vs Gangsters,2018
3364,"No Date, No Signature",36400.0,"No Date, No Signature",2018
3365,The Apparition (2018),28300.0,The Apparition (2018),2018
3366,The Charmer,26200.0,The Charmer,2018
3367,Elliot: The Littlest Reindeer,24300.0,Elliot: The Littlest Reindeer,2018
3368,The Workshop,22100.0,The Workshop,2018
3369,Loving Pablo,22000.0,Loving Pablo,2018
3370,A Paris Education,21600.0,A Paris Education,2018
3371,Tag Along: The Devil Fish,20700.0,Tag Along: The Devil Fish,2018
3372,Gabriel and the Mountain,18400.0,Gabriel and the Mountain,2018
3373,Marlina the Murderer in Four Acts,17800.0,Marlina the Murderer in Four Acts,2018
3374,The Escape,14000.0,The Escape,2018
3375,How Victor 'The Garlic' Took Alexey 'The Stud' to the Nursing Home,13000.0,How Victor 'The Garlic' Took Alexey 'The Stud' to the Nursing Home,2018
3376,"Lou Andreas-Salomé, the Audacity to be Free",12900.0,"Lou Andreas-Salomé, the Audacity to be Free",2018
3377,Let Yourself Go,12200.0,Let Yourself Go,2018
3378,Hannah (2018),11700.0,Hannah (2018),2018
3379,Souvenir,11400.0,Souvenir,2018
3380,Furious (Legend of Kolovrat),10000.0,Furious (Legend of Kolovrat),2018
3381,Beauty and the Dogs,8900.0,Beauty and the Dogs,2018
3382,The Quake,6200.0,The Quake,2018
3383,Edward II (2018 re-release),4800.0,Edward II (2018 re-release),2018
3384,El Pacto,2500.0,El Pacto,2018
